vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1228900	211	260	207	213
PF3D7_1220200	32	23	11	13
PF3D7_0517000	2528	2516	1514	1445
PF3D7_1339100	0	0	0	0
PF3D7_0524000	2591	2359	1796	2166
PF3D7_0207900	156	135	212	298
PF3D7_0301900	24	22	3	3
PF3D7_0629600	53	49	23	37
PF3D7_0602300	3	4	1	3
PF3D7_1312700	280	249	155	174
PF3D7_0504400	252	256	330	424
PF3D7_1252200	8	26	13	20
PF3D7_1108000	242	284	606	663
PF3D7_0902900	3	7	1	3
PF3D7_0520700	10	12	9	10
PF3D7_1100200	0	3	2	1
PF3D7_1406400	191	204	86	101
PF3D7_1211900	638	502	1194	1507
PF3D7_1408100	1479	1344	1237	1351
PF3D7_0206100	192	247	196	205
PF3D7_0809400	108	124	82	124
PF3D7_1467400	162	171	149	178
PF3D7_1253200	1	2	12	14
PF3D7_1106800	106	86	69	95
PF3D7_0504800	174	115	130	179
PF3D7_0503500	25	20	56	77
PF3D7_1210000	149	155	155	155
PF3D7_1121000	131	142	139	120
PF3D7_1019100	44	48	42	43
PF3D7_1004600	108	242	58	66
PF3D7_1022500	223	269	245	238
PF3D7_1330200	218	263	296	310
PF3D7_0624900	38	33	25	29
PF3D7_1102900	5	2	23	29
PF3D7_1344400	28	28	26	37
PF3D7_1109000	2	1	1	2
PF3D7_0102700	20	13	63	68
PF3D7_1033100	6041	4445	5202	7121
PF3D7_1006700	44	18	30	49
PF3D7_1016700	33	17	214	294
PF3D7_1349300	76	71	140	176
PF3D7_1122800	42	30	116	168
PF3D7_1135700	59	89	76	84
PF3D7_0400600	0	1	0	1
PF3D7_0201800	0	0	0	0
PF3D7_0321600	606	738	539	545
PF3D7_1130300	7	18	2	2
PF3D7_0604800	35	20	12	25
PF3D7_1438300	0	1	0	1
PF3D7_1451800	810	955	973	1156
PF3D7_0933700	120	107	66	53
PF3D7_1473400	19	22	188	180
PF3D7_1358200	61	53	54	73
PF3D7_0727500	70	60	63	83
PF3D7_1214600	86	187	170	189
PF3D7_0706000	780	672	399	544
PF3D7_0506200	25	38	41	42
PF3D7_0402400	869	833	520	781
PF3D7_0215600	94	88	66	85
PF3D7_1223300	144	167	53	69
PF3D7_API03800	0	0	0	0
PF3D7_1345400	223	240	242	237
PF3D7_0903800	3	4	4	3
PF3D7_0927700	190	261	271	317
PF3D7_1217800	16	9	24	32
PF3D7_1217600	4	14	2	5
PF3D7_0824300	45	41	43	52
PF3D7_1369100	43	34	21	35
PF3D7_0324600	2	0	1	1
PF3D7_0912000	280	258	150	152
PF3D7_0902600	18	14	137	195
PF3D7_0703400	35	34	38	48
PF3D7_1237300	14	8	2	4
PF3D7_1130310	12	12	0	0
PF3D7_1409300	228	301	232	290
PF3D7_1402400	64	43	70	82
PF3D7_1230700	1270	919	926	1296
PF3D7_1037900	44	60	17	33
PF3D7_0826000	27	36	56	87
PF3D7_1234700	30	60	13	17
PF3D7_1319000	36	43	84	103
PF3D7_1315400	1361	1685	1375	1507
PF3D7_1141200	34	71	81	83
PF3D7_1432000	109	77	65	91
PF3D7_1245300	76	66	81	86
PF3D7_1320300	102	115	84	101
PF3D7_1358500	79	66	113	135
PF3D7_1023900	2620	1313	1915	2485
PF3D7_0612200	207	141	270	310
PF3D7_1038800	18	11	209	309
PF3D7_1235800	16	20	13	19
PF3D7_0625300	84	80	106	135
PF3D7_1320600	450	665	482	479
PF3D7_0505900	238	294	175	202
PF3D7_0221700	8	12	64	87
PF3D7_0831700	2724	1786	2994	3642
PF3D7_0311500	60	75	25	32
PF3D7_0515300	305	358	402	511
PF3D7_1343700	188	110	353	451
PF3D7_1238500	144	102	143	193
PF3D7_0827100	99	79	112	152
PF3D7_1465500	0	0	0	0
PF3D7_0319200	108	107	95	121
PF3D7_0217900	991	741	490	605
PF3D7_1330600	367	365	230	196
PF3D7_1334300	116	64	137	166
PF3D7_0808600	5	3	3	6
PF3D7_1124200	160	175	232	226
PF3D7_1200900	92	41	116	173
PF3D7_0731500	73	80	236	370
PF3D7_0612600	164	245	148	181
PF3D7_0531900	0	0	0	0
PF3D7_0410300	176	176	171	187
PF3D7_1404700	1	4	17	10
PF3D7_1013100	172	119	128	182
PF3D7_0905500	63	72	42	33
PF3D7_1411400	85	82	108	144
PF3D7_1479400	4	2	20	21
PF3D7_1125400	278	312	244	287
PF3D7_0822000	76	98	105	161
PF3D7_0308800	116	176	117	124
PF3D7_0608700	1453	1446	1083	1153
PF3D7_1407700	2	3	1	0
PF3D7_0613800	442	292	531	635
PF3D7_0204300	167	153	94	121
PF3D7_1249100	280	240	241	271
PF3D7_1444600	6	15	7	9
PF3D7_1145100	334	355	501	541
PF3D7_0611700	604	873	240	234
PF3D7_1364800	277	333	316	307
PF3D7_0700600	0	0	0	0
PF3D7_1140600	11	8	5	24
PF3D7_0603800	216	204	196	222
PF3D7_0527700	0	0	0	0
PF3D7_API00800	0	0	0	0
PF3D7_1019600	58	59	38	51
PF3D7_1139700	76	87	28	32
PF3D7_1456800	1059	1074	1067	1056
PF3D7_1446000	3	2	4	2
PF3D7_0406400	76	80	83	98
PF3D7_1372100	0	0	2	4
PF3D7_1005500	589	594	282	428
PF3D7_0625600	7	12	35	38
PF3D7_1041200	0	0	0	0
PF3D7_1310900	99	147	130	111
PF3D7_0506900	609	878	588	557
PF3D7_1137700	8	0	5	6
PF3D7_0508800	331	454	284	317
PF3D7_0525200	207	162	245	299
PF3D7_0719700	2528	3018	1795	1734
PF3D7_1320700	55	34	56	69
PF3D7_1227300	37	44	15	42
PF3D7_0616000	101	135	205	245
PF3D7_0507300	2	7	13	16
PF3D7_0219800	77	57	122	119
PF3D7_1308900	277	228	379	440
PF3D7_0222800	0	1	0	0
PF3D7_0923000	124	119	124	136
PF3D7_0110900	69	57	24	20
PF3D7_0513300	8095	8200	2249	2490
malmito_rna_RNA18	0	2	0	0
PF3D7_1115900	60	104	64	65
PF3D7_1323900	103	110	108	149
PF3D7_0610100	349	397	302	359
PF3D7_0217800	1183	1519	442	514
PF3D7_0729200	93	99	93	71
PF3D7_1035400	223	196	309	396
PF3D7_1238000	44	63	41	22
PF3D7_API04100	0	0	0	0
PF3D7_1309800	202	214	159	151
PF3D7_0624500	203	392	194	161
PF3D7_0902100	42	43	35	46
PF3D7_1332500	258	423	218	209
PF3D7_1340000	33	86	86	85
PF3D7_0828300	214	221	207	250
PF3D7_0904400	223	318	218	185
PF3D7_0925700	278	324	729	780
PF3D7_0727100	25	34	50	87
PF3D7_1031400	66	76	52	52
PF3D7_1242700	1769	1660	864	943
PF3D7_0717800	19	18	27	33
PF3D7_1469100	43	59	78	109
PF3D7_0600600	0	0	0	0
PF3D7_1228600	4362	5165	3890	3580
PF3D7_1480000	0	0	3	2
PF3D7_0922800	103	73	104	127
PF3D7_1427400	101	88	55	79
PF3D7_0924300	118	111	121	142
PF3D7_1477900	1	1	52	57
PF3D7_1010100	62	97	60	63
PF3D7_1453700	3675	2543	2168	2350
PF3D7_1373400	0	1	4	1
PF3D7_1024600	97	110	67	62
PF3D7_0617100	145	172	136	164
PF3D7_0525100	1505	1393	1505	1572
PF3D7_0914200	104	170	179	196
PF3D7_1409100	299	329	811	943
PF3D7_1214100	384	444	217	262
PF3D7_1212900	155	115	279	334
PF3D7_0807500	1163	1657	991	1021
PF3D7_1346000	1	1	4	6
PF3D7_0203600	34	48	73	74
PF3D7_0805700	370	432	441	521
PF3D7_0302300	0	0	0	0
PF3D7_1401200	472	304	465	555
PF3D7_1311100	2	4	7	7
PF3D7_1133800	570	599	348	401
PF3D7_1421500	15	11	13	14
PF3D7_1427100	65	40	164	215
PF3D7_1466600	9	0	2	6
PF3D7_1400400	0	0	0	0
PF3D7_0308900	181	148	218	220
PF3D7_1118800	37	58	26	36
PF3D7_0323000	194	217	129	137
PF3D7_1412000	17	31	8	11
PF3D7_0700500	0	0	0	0
PF3D7_0718900	0	0	1	0
PF3D7_1468800	307	246	428	543
PF3D7_0810100	31	55	64	58
PF3D7_1432500	103	73	151	210
PF3D7_1126600	72	92	121	172
PF3D7_0926800	88	111	86	107
PF3D7_0731300	203	211	460	515
PF3D7_0103800	59	92	155	159
PF3D7_1445000	41	46	30	29
PF3D7_1470400	120	117	100	104
PF3D7_1455500	246	227	235	283
PF3D7_1305200	36	43	30	44
PF3D7_0831750	18	29	9	14
PF3D7_1306600	95	112	92	116
PF3D7_1038900	34	42	102	146
PF3D7_0310900	78	84	76	95
PF3D7_0800300	3	0	1	3
PF3D7_0528300	29	29	14	13
PF3D7_1475300	189	218	124	124
PF3D7_1370100	0	0	0	0
PF3D7_1404200	3	1	5	8
PF3D7_1363400	219	214	191	225
PF3D7_1238100	601	385	353	496
PF3D7_1133500	37	37	13	18
PF3D7_0925600	52	71	62	95
PF3D7_0614400	156	153	109	138
PF3D7_1421300	20	14	7	6
PF3D7_API00400	0	0	0	0
PF3D7_1149500	0	0	22	34
PF3D7_1444100	35	19	24	35
PF3D7_0935300	65	76	39	39
PF3D7_0400500	0	0	11	11
PF3D7_1351000	105	60	185	249
PF3D7_1104000	374	325	282	302
PF3D7_1129200	925	1163	847	967
PF3D7_0114100	198	81	75	117
PF3D7_1323300	143	167	69	92
PF3D7_0104600	14	8	2	11
PF3D7_0406800	136	156	190	210
PF3D7_0725800	0	0	0	0
PF3D7_1316100	33	33	49	58
PF3D7_1369800	0	0	0	0
PF3D7_0115300	0	1	0	1
PF3D7_0621400	13	53	28	32
PF3D7_0211100	10	6	2	4
PF3D7_1210500	3	2	0	2
PF3D7_1010000	114	135	32	34
PF3D7_0417400	345	264	375	474
PF3D7_0613000	506	484	312	367
PF3D7_1024200	32	50	35	39
PF3D7_0418000	33	10	19	26
PF3D7_1235100	25	33	61	80
PF3D7_1462600	0	0	1	0
PF3D7_1024500	95	150	129	115
PF3D7_0112600	0	0	0	0
PF3D7_1431800	91	85	71	73
PF3D7_1470200	32	27	32	42
PF3D7_1014200	2	4	3	2
PF3D7_1325300	6	12	1	2
PF3D7_1352100	41	35	45	60
PF3D7_1347200	7200	11132	3084	3365
PF3D7_1407300	540	433	643	720
PF3D7_0814300	107	73	101	132
PF3D7_0403900	20	41	60	57
PF3D7_1007300	24	33	9	13
malmito_rna_RNA11	2	1	1	2
PF3D7_1106100	113	181	169	168
PF3D7_1247500	107	132	221	215
PF3D7_1226500	63	65	52	63
PF3D7_0318000	0	2	2	1
PF3D7_0408500	302	273	474	405
PF3D7_0219500	172	240	240	257
PF3D7_1115500	370	522	301	294
PF3D7_1432700	258	253	252	277
PF3D7_0115000	0	2	16	31
PF3D7_1410700	277	366	322	328
PF3D7_0217500	171	262	190	209
PF3D7_1416200	122	81	111	137
PF3D7_1313800	83	48	78	99
PF3D7_1319200	6	7	6	16
PF3D7_0831900	2	2	0	4
PF3D7_1344700	14	18	13	18
PF3D7_1478100	16	9	14	13
malmito_rna_24	0	0	0	0
PF3D7_0113800	2	3	0	3
PF3D7_1204600	72	80	68	84
PF3D7_0832700	0	0	0	0
PF3D7_0621500	31	37	24	29
PF3D7_1411300	146	129	164	225
PF3D7_1333300	192	182	120	152
PF3D7_0800200	1	2	1	1
PF3D7_1244400	304	257	269	328
PF3D7_1337300	185	164	114	155
PF3D7_1239900	132	141	118	132
PF3D7_0934200	54	46	14	16
PF3D7_0614100	19	11	24	16
PF3D7_1307000	180	141	207	313
PF3D7_0603100	66	58	41	52
PF3D7_0306100	133	149	141	181
PF3D7_1136400	191	173	130	165
PF3D7_1013400	17	13	39	52
PF3D7_0417300	261	266	243	331
PF3D7_0113900	11	12	71	60
PF3D7_1462100	24	30	16	21
PF3D7_0319300	127	177	132	120
PF3D7_1364300	189	191	207	229
PF3D7_1333200	217	167	100	114
PF3D7_1246300	187	179	368	452
PF3D7_0932400	182	199	219	241
PF3D7_1439900	2580	2091	1017	1250
PF3D7_1205700	53	49	28	28
PF3D7_1236500	1	1	3	0
PF3D7_1112700	32	18	14	15
PF3D7_1145400	691	722	1162	1160
PF3D7_1406300	246	160	127	163
PF3D7_0501700	1	5	1	2
PF3D7_1327200	61	65	69	102
PF3D7_1359500	4	7	5	11
PF3D7_1241600	103	73	158	160
PF3D7_0108300	833	574	729	1006
PF3D7_0625200	29	29	43	59
PF3D7_1427800	123	115	102	129
PF3D7_1145900	44	43	29	39
PF3D7_0730100	34	24	41	57
PF3D7_0709300	117	65	59	68
PF3D7_0204400	25	19	10	16
PF3D7_1130600	79	67	35	43
PF3D7_0605800	253	197	226	258
PF3D7_1022800	208	166	260	318
PF3D7_1205800	570	440	453	587
PF3D7_0710800	190	254	291	285
PF3D7_1312500	10	15	82	112
PF3D7_0501100	184	158	313	343
PF3D7_0310700	138	150	147	145
PF3D7_0103000	56	57	25	51
PF3D7_0802900	38	39	21	22
PF3D7_0825000	68	73	75	103
PF3D7_1225100	39	42	37	59
PF3D7_0811800	39	26	4	7
PF3D7_1248800	3	4	3	3
PF3D7_0611000	95	108	80	86
PF3D7_0525400	46	58	57	62
PF3D7_0415800	9	15	14	8
PF3D7_1478700	27	14	6	7
PF3D7_0924800	2	5	4	3
PF3D7_1220700	0	0	2	0
PF3D7_1128000	162	174	158	187
PF3D7_0204100	223	142	177	281
PF3D7_0528800	70	48	35	51
PF3D7_1219100	572	398	304	382
PF3D7_1149200	12	19	122	172
PF3D7_API06500	0	0	0	0
PF3D7_1345800	228	208	192	252
PF3D7_0515700	1554	2231	1888	1764
PF3D7_1446700	206	194	187	199
PF3D7_0929700	36	30	6	12
PF3D7_0524800	62	44	51	55
PF3D7_1451700	224	280	242	284
PF3D7_1431700	1616	2105	620	758
PF3D7_1237800	11	21	30	25
PF3D7_0200300	1	0	0	0
mal_rna_12	0	0	0	0
PF3D7_1309700	77	99	91	103
PF3D7_0109950	90	81	70	101
PF3D7_0814700	2	3	1	2
PF3D7_1028400	167	125	137	185
PF3D7_1349200	362	311	271	305
PF3D7_1436500	65	64	29	43
PF3D7_0907800	208	297	167	189
PF3D7_0822700	14	12	12	18
PF3D7_1248500	2140	2613	1596	1665
PF3D7_0728400	53	65	31	34
PF3D7_1414800	356	462	305	334
PF3D7_0425200	2	5	34	39
PF3D7_0103400	258	165	280	361
PF3D7_1338900	237	332	217	232
PF3D7_0927800	317	461	446	389
PF3D7_0824500	248	338	275	396
PF3D7_1368900	490	578	442	450
PF3D7_0817300	77	57	366	434
PF3D7_1127600	201	261	384	419
PF3D7_1452000	115	120	115	121
PF3D7_1133200	830	662	894	1048
PF3D7_0907000	71	112	77	71
PF3D7_1220400	52	47	36	66
PF3D7_1310800	143	122	230	261
PF3D7_1373300	0	0	0	0
PF3D7_0320100	194	350	255	277
PF3D7_0718800	2	2	2	2
PF3D7_1369600	70	61	98	108
PF3D7_0908500	42	34	37	53
PF3D7_1357200	166	149	83	105
PF3D7_0102600	8	11	221	281
PF3D7_0520600	265	298	273	269
PF3D7_API05700	0	0	0	0
PF3D7_0817600	187	260	167	204
PF3D7_1424100	3024	3346	1479	1629
PF3D7_1449500	119	97	223	282
PF3D7_1001400	33	11	180	256
PF3D7_1370800	133	252	938	1059
PF3D7_1002500	301	388	265	297
PF3D7_0202100	0	0	0	0
PF3D7_0921600	83	61	83	125
PF3D7_0320600	41	51	19	28
PF3D7_API00300	0	0	0	0
PF3D7_1239100	170	329	255	277
PF3D7_0320300	1437	1261	845	1067
PF3D7_1117000	47	104	14	19
PF3D7_1311300	146	178	146	160
PF3D7_0606900	176	153	100	104
PF3D7_0530900	49	34	38	56
PF3D7_0903600	54	34	115	168
PF3D7_1319700	48	45	51	58
PF3D7_0916100	66	86	78	72
PF3D7_1461300	524	494	305	305
PF3D7_0822200	35	35	10	18
PF3D7_1029200	31	19	16	18
PF3D7_1366400	402	292	297	367
PF3D7_1130900	51	61	44	64
PF3D7_0909900	223	174	228	253
PF3D7_1317000	225	262	418	426
PF3D7_1328600	23	13	8	9
PF3D7_0223500	3	9	5	1
PF3D7_0309200	233	241	381	558
PF3D7_1022600	81	72	83	159
PF3D7_0210700	20	22	22	18
PF3D7_1233800	321	450	262	258
PF3D7_1121400	3	14	3	3
PF3D7_1415900	73	110	78	107
PF3D7_1466500	4	6	4	1
PF3D7_0530700	41	36	22	24
PF3D7_0413400	2	7	1	1
PF3D7_0418700	91	73	90	112
PF3D7_0210000	382	497	336	343
PF3D7_0825700	2	2	2	1
PF3D7_1134500	48	35	61	75
PF3D7_1344500	90	60	44	47
PF3D7_1142600	2074	2330	1051	1158
PF3D7_0404000	15	31	13	17
PF3D7_1132600	261	285	303	340
PF3D7_1251400	34	22	17	19
PF3D7_0310300	126	109	109	131
PF3D7_1430800	4	9	11	12
PF3D7_1107300	1397	1179	1286	1563
PF3D7_1122000	61	40	19	37
PF3D7_1135500	91	108	131	135
PF3D7_0519200	748	996	635	712
PF3D7_1364700	13	15	6	5
PF3D7_1010600	952	1340	974	1142
PF3D7_0404100	2	5	9	17
PF3D7_1341200	1923	2241	925	875
PF3D7_1204300	4552	5643	2240	2341
PF3D7_0913200	1320	1370	586	647
PF3D7_1240800	0	0	0	0
PF3D7_1007400	94	124	60	90
PF3D7_0204000	61	63	73	68
PF3D7_1480100	0	0	0	0
PF3D7_1442300	599	421	390	547
PF3D7_1224200	16	30	42	81
PF3D7_0901800	259	287	246	333
PF3D7_1118500	290	265	542	629
PF3D7_1033700	330	413	493	472
PF3D7_0810400	20	29	33	50
PF3D7_1315100	12	25	29	35
PF3D7_1229300	40	31	49	32
PF3D7_0310100	7	24	21	32
PF3D7_1146700	0	0	0	0
PF3D7_1021400	762	885	934	974
PF3D7_0208000	230	165	316	378
PF3D7_0921300	52	80	112	139
PF3D7_1369200	49	30	62	78
PF3D7_0421400	0	0	0	0
PF3D7_0927500	7	19	2	3
PF3D7_0627900	270	456	153	173
PF3D7_1212700	1313	820	1057	1231
PF3D7_0900300	2	0	15	5
PF3D7_0809600	107	59	55	78
PF3D7_0707800	181	192	215	228
PF3D7_0915200	14	11	21	19
PF3D7_0606100	302	276	480	556
PF3D7_0625500	10	31	13	12
PF3D7_0503400	1767	1915	1400	1373
PF3D7_0511700	39	31	15	15
PF3D7_1359000	74	29	51	66
PF3D7_1373000	2	0	0	0
PF3D7_0324700	0	0	1	0
PF3D7_0322800	6	8	2	0
PF3D7_1236900	72	98	65	62
PF3D7_1026400	15	10	12	16
PF3D7_1116400	60	77	109	96
PF3D7_0818000	45	87	85	87
PF3D7_0915300	58	46	41	42
PF3D7_1343900	58	71	93	87
PF3D7_API06100	0	0	0	0
PF3D7_1303800	459	262	217	284
PF3D7_0705400	965	1110	1196	1215
PF3D7_1338300	2963	3497	1524	1716
PF3D7_1352800	125	105	112	139
PF3D7_1221200	85	103	124	128
PF3D7_1250500	193	273	159	197
PF3D7_0512500	125	168	74	77
PF3D7_1002000	0	1	48	56
PF3D7_API02900	0	0	0	0
PF3D7_1100400	1	1	0	2
PF3D7_0907100	126	152	149	193
PF3D7_1147500	27	22	29	28
PF3D7_1409700	49	20	22	33
PF3D7_0611200	186	174	160	190
PF3D7_0704200	37	37	39	60
PF3D7_1362900	18	17	16	21
PF3D7_1017900	506	537	292	305
PF3D7_1004400	414	306	401	530
PF3D7_0420000	408	294	404	469
PF3D7_0301500	75	61	53	104
PF3D7_1314400	18	21	17	24
PF3D7_1123900	359	354	281	295
PF3D7_1370900	483	921	4043	5017
PF3D7_0414500	8	8	4	4
PF3D7_0722600	303	344	570	553
PF3D7_0624100	73	80	84	69
PF3D7_1248900	776	713	676	788
PF3D7_1005600	210	224	217	271
PF3D7_1231900	71	80	49	49
PF3D7_0919400	821	889	819	867
PF3D7_0115100	3	3	2	1
PF3D7_1333600	65	34	74	87
PF3D7_0615000	48	86	51	46
PF3D7_0828100	33	12	20	18
PF3D7_0720200	136	133	106	124
PF3D7_1005900	122	199	284	295
PF3D7_1446100	0	5	2	3
PF3D7_1034700	100	116	53	54
PF3D7_1104800	291	349	220	221
PF3D7_1243000	75	77	82	90
PF3D7_0717100	270	341	214	295
PF3D7_1453000	84	65	40	50
PF3D7_1209000	131	218	131	164
PF3D7_1240500	0	0	0	0
PF3D7_0936100	0	0	0	0
PF3D7_0619100	77	79	87	100
PF3D7_1124300	384	437	604	641
PF3D7_0820100	60	79	101	81
PF3D7_1439600	242	319	236	319
PF3D7_1029000	4	7	6	7
PF3D7_1344600	86	85	93	96
PF3D7_0931300	3	6	70	100
PF3D7_1146200	19	19	38	31
PF3D7_0721100	1987	2070	1069	1106
PF3D7_0725000	450	488	310	295
PF3D7_0820900	85	78	84	91
PF3D7_1410400	884	920	560	534
PF3D7_1337500	141	94	165	186
PF3D7_0814900	997	1075	672	731
PF3D7_1250900	9	8	6	9
PF3D7_1455800	17	51	11	12
PF3D7_1137400	131	168	174	166
PF3D7_0912100	47	29	48	59
PF3D7_1350500	205	225	458	508
PF3D7_1417800	699	475	669	726
PF3D7_1326600	152	77	111	147
PF3D7_1232800	21	19	17	22
PF3D7_1110200	794	811	744	787
PF3D7_0704300	413	293	303	353
PF3D7_1238800	747	536	519	671
PF3D7_1017800	68	69	42	46
PF3D7_0710200	343	303	455	384
PF3D7_0809800	11	8	9	6
PF3D7_0726000	340	118	614	413
PF3D7_1142300	155	117	195	262
malmito_rna_27	0	0	0	0
PF3D7_1139200	49	39	13	24
PF3D7_1448800	95	144	65	67
PF3D7_1342800	706	743	720	829
PF3D7_0828000	3	4	5	5
PF3D7_0513100	97	168	77	72
PF3D7_0516900	2014	2199	2035	1903
PF3D7_1444000	0	1	0	0
PF3D7_1018300	256	329	415	388
PF3D7_1454000	71	59	111	127
PF3D7_1340600	334	302	416	448
PF3D7_1105900	23	56	25	14
PF3D7_0503000	172	210	240	266
PF3D7_1423400	3	4	3	3
PF3D7_1228700	266	340	508	575
PF3D7_0824200	87	72	66	98
PF3D7_0608100	150	150	187	225
PF3D7_1245800	69	96	200	227
PF3D7_1242300	95	111	86	145
PF3D7_0105900	62	68	28	40
PF3D7_0803400	771	663	834	884
PF3D7_1412300	780	963	540	574
PF3D7_1239300	15	23	28	36
PF3D7_1470600	164	169	93	105
PF3D7_0417200	273	255	203	234
PF3D7_1435700	618	411	1186	1336
PF3D7_0603200	428	488	436	430
PF3D7_1445900	1020	1004	788	1022
PF3D7_0113100	5	0	35	44
PF3D7_1242100	8	11	4	1
PF3D7_1124900	769	747	312	313
PF3D7_1144400	2	1	8	6
PF3D7_0906700	47	39	59	77
PF3D7_1101500	0	0	0	0
PF3D7_0324900	0	3	1	0
PF3D7_0600400	1	0	0	0
PF3D7_1246900	62	60	115	137
PF3D7_0207400	494	451	599	617
PF3D7_0927000	116	167	122	184
PF3D7_1346300	1139	981	881	1025
PF3D7_1463900	80	98	119	123
PF3D7_0520100	157	147	211	276
PF3D7_1247800	41	74	47	37
PF3D7_0115600	1	0	0	0
PF3D7_0937100	0	0	0	0
PF3D7_1251700	56	83	95	125
PF3D7_1030000	120	161	164	230
PF3D7_0201600	0	0	0	0
PF3D7_1242800	1143	1109	1262	1294
PF3D7_1103500	0	8	5	7
PF3D7_1410500	50	50	61	65
PF3D7_1312000	29	22	6	16
PF3D7_1009600	24	28	53	70
PF3D7_API04300	0	0	0	0
PF3D7_0517600	3	3	5	3
PF3D7_0203700	111	82	161	241
PF3D7_0519900	114	168	83	103
PF3D7_0610700	79	55	35	26
PF3D7_1331000	17	24	27	23
PF3D7_0816600	662	632	675	818
PF3D7_1341900	477	636	557	520
PF3D7_0115400	13	4	10	15
PF3D7_0917900	13536	14054	10715	10222
PF3D7_1364600	107	110	183	207
PF3D7_0927400	2	4	3	1
PF3D7_1449900	76	83	68	77
PF3D7_1346400	276	174	370	503
PF3D7_0221300	0	0	0	0
PF3D7_1342600	161	278	812	1003
PF3D7_0605900	62	85	201	225
PF3D7_1459800	781	967	411	434
PF3D7_0921200	105	74	77	98
PF3D7_1343400	207	303	144	154
PF3D7_0108500	43	50	378	465
PF3D7_1336400	150	134	86	98
PF3D7_1426800	73	55	55	102
PF3D7_1368000	41	68	27	28
PF3D7_1352900	12	5	32	40
PF3D7_1244100	240	169	205	271
PF3D7_1479700	0	0	0	1
PF3D7_1367300	0	2	2	3
PF3D7_1335000	3	1	102	90
PF3D7_1467500	223	184	147	227
PF3D7_0928700	49	35	35	35
PF3D7_1145000	15	29	16	24
PF3D7_1235200	171	197	120	132
PF3D7_0925000	17	12	16	20
PF3D7_0323500	104	92	175	216
PF3D7_0728000	789	862	507	562
PF3D7_0821100	256	253	243	331
PF3D7_0721500	36	42	13	18
PF3D7_API02300	0	0	0	0
PF3D7_1338400	56	53	53	52
PF3D7_1453800	516	503	484	551
PF3D7_1423700	710	568	548	721
PF3D7_0726900	121	177	132	176
PF3D7_0936800	0	0	0	0
PF3D7_0307500	85	80	85	117
PF3D7_0516700	267	247	314	391
PF3D7_1425400	61	69	130	135
PF3D7_0904500	107	129	69	62
PF3D7_0707100	0	0	0	0
PF3D7_1304400	97	213	136	148
PF3D7_1120500	254	254	210	194
PF3D7_0511400	4	7	5	3
PF3D7_0720800	138	144	99	116
PF3D7_0500300	0	0	1	0
PF3D7_0705700	1332	1422	645	704
PF3D7_1405500	40	29	19	25
PF3D7_0802400	155	202	324	335
PF3D7_0800750	2	4	4	4
PF3D7_1356100	118	93	145	170
PF3D7_0616500	3	7	1	4
PF3D7_0420800	0	0	0	0
PF3D7_0413300	3	2	8	13
PF3D7_0522700	67	98	135	168
PF3D7_0409900	39	62	19	26
PF3D7_0914600	92	97	73	81
PF3D7_1224000	527	308	346	438
PF3D7_1350300	121	93	75	109
PF3D7_0205800	199	244	112	108
PF3D7_0620700	43	47	41	52
PF3D7_0715400	73	165	47	76
PF3D7_API04200	0	0	0	0
PF3D7_1234300	150	155	105	115
PF3D7_1220100	103	93	125	167
PF3D7_0103600	132	119	188	200
PF3D7_0832000	20	13	8	15
PF3D7_1428300	518	608	441	538
PF3D7_1247900	49	48	81	92
PF3D7_1329300	242	213	350	399
PF3D7_1033800	2	4	3	4
PF3D7_1467200	33	35	23	32
PF3D7_1302500	229	123	179	237
PF3D7_API06000	0	0	0	0
PF3D7_1133000	17	28	5	8
PF3D7_1019700	72	69	70	86
PF3D7_1218500	116	106	415	494
PF3D7_1200100	72	44	31	38
PF3D7_0705200	16	18	7	11
PF3D7_1428100	50	45	50	46
PF3D7_1132500	0	6	1	1
PF3D7_0708600	6	25	20	28
PF3D7_0802200	2742	2414	1904	1810
PF3D7_1466300	1353	1025	1048	1222
PF3D7_0920100	73	110	90	84
PF3D7_1102600	3	2	125	178
PF3D7_0934800	359	532	535	488
PF3D7_0620000	8	12	74	89
PF3D7_0213500	100	99	125	152
PF3D7_1416100	155	113	117	167
PF3D7_1112300	31	41	8	18
PF3D7_0323400	31	72	103	143
PF3D7_1429400	59	46	64	98
PF3D7_API03300	0	0	0	0
PF3D7_1332800	214	175	322	349
PF3D7_1131800	303	239	301	466
PF3D7_1205100	194	311	236	271
PF3D7_0820400	40	22	29	30
PF3D7_1232100	424	304	469	563
PF3D7_1125900	85	93	93	96
PF3D7_0630400	23	15	4	7
PF3D7_1448400	402	425	242	290
PF3D7_0715100	4	6	1	3
PF3D7_0712100	0	0	0	0
PF3D7_0917600	310	327	387	403
PF3D7_1114900	29	22	20	22
PF3D7_1372400	108	106	273	349
PF3D7_1036000	33	26	103	139
PF3D7_0818800	32	49	56	75
PF3D7_1308700	66	91	149	160
PF3D7_0707400	300	257	221	272
PF3D7_1204400	2	10	2	2
PF3D7_0600500	0	1	4	1
PF3D7_0402800	0	0	0	0
PF3D7_1410300	129	100	67	87
PF3D7_1450900	76	80	40	57
PF3D7_1356000	10	10	15	13
PF3D7_1328400	65	41	25	23
PF3D7_1473300	11	11	13	13
PF3D7_1307800	177	159	136	174
